seed,state_id_final,rho_final,s_rot_final,delta_J_rel_F_final,eta_J_2_final,eta_J_2_max,cond_J_nu_final,cond_J_post_final,delta_nu_final,n_trace_states
42,15,12.29263442905362,0.026891992489045648,1.5962887275318456,1.897228546680287,3.367684407611671,1.1152435570619166,1.1177480185951527,18.32145840496226,16
43,15,15.233642755520822,29.411833158241365,1.5873660875226254,2.237730504329224,3.3689970463900307,1.0221156745919502,1.6814599551458482,43.1622337492391,16
44,15,15.338965793441345,39.90939769505231,2.3567653818356153,3.1934507040744684,3.780312115936306,1.036636229115717,1.9266993872144045,6.595903990163088,16
