seed,state_id,outer_t,source,branch,rho,s_rot,delta_J_abs_F,delta_J_rel_F,eta_J_2,delta_nu,cond_J_nu,cond_J_post
44,6,5,accepted_update,rot,16.344487107978292,19.14693191821882,393.6027278652986,1.9120681329250435,2.4210828807203275,46.30989974391521,1.0146863665246706,1.553514449030688
44,7,6,accepted_update,full,16.192673874440793,21.287076535289277,415.4610929091395,2.017855759504989,2.6123306705998375,60.594943973317356,1.014381894975958,1.626688092540562
44,8,7,accepted_update,full,15.999111565360964,20.14839247051038,429.03749346384365,2.088707808345553,2.7044303310492417,68.92977097205055,1.018036299118256,1.9681254620222302
44,9,8,accepted_update,full,15.847335494141054,34.043123241020815,475.35643507737575,2.3136838380896263,3.1071541200809305,51.892267469145914,1.0176855903554727,2.1389321504174235
44,10,9,accepted_update,trans,15.757875568537385,38.052176183061405,484.18274557339447,2.356643794938487,3.780312115936306,53.25669421346305,1.0176855903416966,2.8737549459517493
44,11,10,accepted_update,rot,15.716130302567512,36.835678899870075,487.5591804143039,2.3771463379227646,3.2306930170739743,53.1604510912713,1.0203595890391115,2.178577582601461
44,12,11,accepted_update,trans,15.701574310722345,30.551755214681723,454.24572990139814,2.2147230874277826,2.9404031255755845,50.668177270743755,1.0203595890416948,1.9988658421733179
44,13,12,accepted_update,full,15.647013213528883,42.363016918201275,412.9907601708004,2.015128611084966,3.1283613853748045,54.61656155442523,1.0215644303021139,2.3237995259211233
44,14,13,accepted_update,rot,15.645287909941215,39.514543680310204,385.5205325100806,1.8819738311925833,2.935279548162586,57.69983902030952,1.022300801554687,2.276751321550414
44,15,14,accepted_update,fallback,15.338965793441345,39.90939769505231,478.4617160310854,2.3567653818356153,3.1934507040744684,6.595903990163088,1.036636229115717,1.9266993872144045
